Topic,Count,Name,Representation,Representative_Docs,label_manual
34,58,34_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
35,57,35_ok___,"['ok', '', '', '', '', '', '', '', '', '']","['ok', 'ok', 'ok']",Ok  
36,134,36_kurangi_iklannya_tolong_iklan,"['kurangi', 'iklannya', 'tolong', 'iklan', 'dikurangi', 'ganggu', 'dikurangin', 'mulu', 'mohon', 'terlalu']","['tolong dong kurangi iklannya nya', 'menurut saya iklan nya banyak banget tolong kurangi iklannya', 'tolong iklan nya di kurangi']",Kurangi Iklannya Tolong
37,55,37_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
38,164,38_tv_rumah_hp_dirumah,"['tv', 'rumah', 'hp', 'dirumah', 'punya', 'menonton', 'digital', 'pengganti', 'rusak', 'di']","['bagus sih tidak perlu menonton di tv lagi', 'bagus untuk menonton tv di hp', 'jadi bisa menonton tv di hp']",Tv Rumah Hp
39,68,39_super_rekomendasi_ini_sanget,"['super', 'rekomendasi', 'ini', 'sanget', 'referensi', 'aplikasi', 'hmm', 'sangat', 'penggunaan', 'membantu']","['aplikasi ini sanget bagus dan juga amazing', 'penggunaan aplikasi ini sangat mudah rekomendasi banget', 'bagus bisa mencari referensi di aplikasi ini dengan mudah']",Super Rekomendasi Ini
40,93,40_membantu_berita_untuk_sinetron,"['membantu', 'berita', 'untuk', 'sinetron', 'bola', 'ott', 'dalam', 'menonton', 'info', 'sangat']","['sangat membantu untuk menonton', 'sangat membantu untuk menonton', 'sangat membantu sekali dapat menonton apa saja']",Membantu Berita Untuk
41,71,41_bintang_dulu_nanti_kasih,"['bintang', 'dulu', 'nanti', 'kasih', 'bintangnya', 'lima', 'coba', 'gua', 'kalau', 'tambah']","['baru coba kalau bagus akan di tambah bintangnya', 'baru coba nanti kalau bagus tambah bintangnya', 'saya coba dulu jika bagus nanti di tambah bintang']",Bintang Dulu Nanti
42,54,42_bagus___,"['bagus', '', '', '', '', '', '', '', '', '']","['bagus', 'bagus', 'bagus']",Bagus  
43,99,43_suka_banget_jiwa_aku,"['suka', 'banget', 'jiwa', 'aku', 'sama', 'yan', 'film²', 'love', 'series', 'fiturnya']","['suka banget', 'suka banget', 'suka banget']",Suka Banget Jiwa
