Topic,Count,Name,Representation,Representative_Docs,label_manual
126,26,126_dikembalikan_benar_cancel_selesai,"['dikembalikan', 'benar', 'cancel', 'selesai', 'sekian', 'uang', 'dianggap', 'proses', 'sudah', 'status']","['pelayanan menyusahkan dan super lama cs aplikasi tidak kunjung merespons saya pesan 3 barang sudah dipesan dan status proses ternyata salah satunya malah kosong sudah meminta cancel dan refund lewat komunikasi wa lama banget tidak di cancel sudah seharian lebih akhirnya datang langsung ke tokonya untuk ngambil barang saya yang masih ada tetapi barang yang belum ada tidak kunjung direfund hingga saat ini katanya mau direfund jadi koin klik dan masih berstatus proses di aplikasi sampai sekarang', 'setelah sekian lama berlangganan klik indomaret baru hari ini status barang telah tiba selesai tapi tidak saya terima dikomplain langsung dianggap selesai oleh cs aplikasi karena status barang di diterima tanpa foto yang jelas bahkan toko pun tidak merespon dengan alasan sudah di kirim melalui gr b meskipun total pemesanan cuma 130 ribu hari begini itu berharga banget loh begini ternyata pelayanannya tks', 'pesan cod bayar full 52ribu dan kurirnya bilang 51ribu sekian setelah selesai baru engah kalau ada barang yang di cancel dengan alasan habis dan ternyata di struk tercantum cuman 36ribu sekian sudah mengajukan komplain di aplikasi dana akan dikembalikan sesuai sistem pembayaran dan akan dikembalikan setelah klik pesanan selesai eh ternyata sampai sekarang tidak ada dana yang dikembalikan komplain lewat email juga tidak ada balasan komplain lewat wa infonya pengecekan pihak kurir sampai sekarang tidak ada kabar']",Dikembalikan Benar Cancel
127,52,127_mulu_eror_ngebug_ngbug,"['mulu', 'eror', 'ngebug', 'ngbug', 'terus', 'nglag', 'sistem', 'error', 'qr', 'ngulang']","['aplikasi sampah error mulu', 'aplikasi penuh jebakan boncos terus', 'sering nglag ngebug sendiri kalau ada event']",Mulu Eror Ngebug
128,34,128_lemottt_lemott_lemoot_aplikasinyaaaa,"['lemottt', 'lemott', 'lemoot', 'aplikasinyaaaa', 'ngefrezzeee', 'berubah²', 'direkomen', 'gasanggup', 'kalahh', 'korup']","['aplikasi lemottt', 'aplikasi lemottt', 'aplikasi lemottt']",Lemottt Lemott Lemoot
129,64,129_suka_eror_psn_flash,"['suka', 'eror', 'psn', 'flash', 'jelass', 'error', 'paksa', 'si', 'dikirimnya', 'out']","['suka eror', 'suka eror', 'suka eror']",Suka Eror Psn
130,40,130_payah_masya_sampahhh_allah,"['payah', 'masya', 'sampahhh', 'allah', 'ditiban', 'gepeng', 'ikhslas', 'kelempar', 'meninggoy', 'aplikaainya']","['payah', 'payah', 'payah']",Payah Masya Sampahhh
131,32,131_mending_langsung_repot_sebelah,"['mending', 'langsung', 'repot', 'sebelah', 'minesnya', 'ketoko', 'diperbarui', 'belanja', 'sudha', 'hotlinenya']","['mempermudah mempersulit mending langsung datang ke indomaret saja', 'mending ke alfamerah tidak ribet cepat komplain langsung satset', 'aplikasinya tolol diperbarui malah lambat jadi wegah buat belanja mending ke toko madura lebih cepat']",Mending Langsung Repot
132,93,132_gangguan_mulu_sistem_terus,"['gangguan', 'mulu', 'sistem', 'terus', 'tok', 'perbaikannya', 'melulu', 'kocak', 'heran', 'urus']","['aplikasi gangguan terus', 'gangguan mulu', 'gangguan mulu']",Gangguan Mulu Sistem
133,40,133_sampai_barang_komplain_cabang,"['sampai', 'barang', 'komplain', 'cabang', 'direspon', 'pesanan', 'tidak', 'kirim', 'jawab', 'service']","['tidak bisa menghubungi toko cabang yang menerima menyiapkan pesanan', 'barang tidak sampai tepat waktu cs cuma bisa meminta maaf tanpa penyelesaian', 'barang main dikirim walau rusak komplain tidak jelas penyelsainnya']",Sampai Barang Komplain
134,24,134_tipe_jam_malam_jm,"['tipe', 'jam', 'malam', 'jm', 'point', 'siang', 'makanan', 'tengah', 'keras', 'dianter2']","['parah banget pesan kopi pakai klik indomaret point di l point tidak dianter2 woi dari kamis tanggal 5 juni pesan dari jam 11 siang sampai sore pulang kerja sampai sekarang status nya masih di proses kacauu banget', 'pesan klik indomaret buat diantar jam 7 pagi sampai jam 12 siang tidak dianter2 akhirnya ambil ke toko jam 13 00 ada driver grab telp mau antee barang barang yang mana lagi pesanan sudah saya ambil ke toko rugi waktu rugi bensin', 'beli susu bayi karena sudah habis tidak sempat ke store jam 9 pagi pesan sampai malam enggak ada diantar padahal sudah pilih 1 jam sampai saya chat kurir yang biasa anter katanya mau di cancel sampai malam enggak ada perubahan lumayan 830rb mending buat beli ditempat lain']",Tipe Jam Malam
135,20,135_macam_kosong_parcel_teman,"['macam', 'kosong', 'parcel', 'teman', 'stok', 'vc', 'stock', 'kotak', 'lain', 'kembalian']","['bintang satu pesanan berkali kali dibatalkan secara sepihak tiba tiba di pesanan tertulis stok kosong masa semua yang dipesan stok kosong padahal pesan banyak produk yang berbeda malas nganter apa bagaimana punya aplikasi tapi tidak guna tidak memudahkan sama sekali sudah menunggu lama-lama dibatalkan mending pakai alfagift deh teman-teman enggak pernah ada pembatalan pengiriman kalau stok kosong ya di aplikasi juga tertulis kosong', 'kurang update dan kurang teliti sama stock di toko dan di online saya yakin sekelas indomaret pasti selalu aware dong coba lebih di focusin lagi untuk sistem stock ini out nya dan tolong kalau memang dari barang yang kosong tersebut di berikan pilihan untuk change barang lain agar ada opsional untuk menganti barang lain bukan asal cancel saja tidak ada opsi untuk ganti barang yang seharga atau cancel barang refund nya pun tidak 1 hari pernah 7 hari pun refund nya belum masuk aduh bagaimana ini', 'sudah 2x belanja di klik duit kembaliannya tidak dibalikin yang pertama karena barang yang diorder tidak ada lalu diganti barang lain dengan harga lebih murah tapi duit kembalian tidak dibalikin yang kedua bayar pakai cod dan kurir tidak bawa uang receh bilangnya kembaliannya nanti diantar tapi tidak diantar tolong sediakan opsi berapa nominal uang pembeli saat pakai cod seperti di aplikasi sebelah biar kurir bawa duit kembalian mau chat tokonya juga tidak bisa ini bukan masalah nominal tapi kepercayaan pelanggan']",Macam Kosong Parcel
