Topic,Count,Name,Representation,Representative_Docs,label_manual
19,25,19_bug_banyak_13_loading,"['bug', 'banyak', '13', 'loading', 'buruk', 'mempersulit', 'android', 'sendiri', 'harus', 'buanyak']","['banyak bug', 'banyak bug', 'banyak bug']",Bug Banyak 13
20,16,20_curang_deteksi_kampus_usah,"['curang', 'deteksi', 'kampus', 'usah', 'layar', 'ke', 'memudahkan', 'saja', 'sama', 'hal²']","['kenapasi harus ada update² segala enakan seperti kemarin ngaksesnya tidak repot sekarang masa harus masukan ini dulu ini dulu ribet orang pengin lihat nilai saja susah tolong deh enggak usah di update² sesuatu yang sudah memudahkan hal² yang di cari sekarang tuh yang tidak ngeribetin ini malah di upgrade ke hal² tidak jelas sudah enak enak dulu login cuma memasuki nim sama kata sandi malah diubah', 'bagaimana sih kerja sama pendidikan tapi hancur server ganti pekerjaan saja jualan sate verifikasi lama banget tidak usah buat proyek kemajuan teknologi tapi bugdet di kecilin kalau memang niat buat aplikasi input data ke server dan menunggu verifikasi harus siap ada berapa banyak universitas di indonesia cuman mau duit doang cabut saja lebih baik perusahaan swasta', 'kenapa kalau saat ujian yang tidak buka tab lain yang cuma nyalain hotspot ke deteksi curang malah yang tab lain nya jadi layar pop up layar ngambang tidak ke deteksi curang kan curang namanya kesian sama yang benar-benar jujur yang cuma nyalain hotspot buat bantuin temannya malah ke deteksi curang kalau mau ya semuanya saja mau layar pop up layar apapun itu ya harusnya ke deteksi curang tolong dong di tingkatkan lagi']",Curang Deteksi Kampus
21,24,21_mulu_eror_erornya_guna,"['mulu', 'eror', 'erornya', 'guna', 'qius', 'tersebut', 'menjawab', 'nilainya', 'mendapatkan', 'banyak']","['eror mulu', 'error mulu', 'error mulu tidak guna']",Mulu Eror Erornya
22,17,22_mohon_kak_solusinya_data,"['mohon', 'kak', 'solusinya', 'data', 'muncul', 'bagaimana', 'edlink', 'ya', 'instal', 'hapus']","['edlink saya dari pagi tidak bisa di buka min sudah saya hapus dan download ulang tapi sama saja tidak masuk ke aplikasi malah muter terus itu bagaimana ya min mohon bantuan nya', 'kok saya ganti hp jadi tidak ada notif tugas atau kuis dari edlink yang muncul di panel notifikasi padahal untuk perizinan aplikasi edlink sendiri sudah di izinkan semua tetap saja tidak muncul itu kenapa ya', 'mohon kpda edlink tolong saya di tanggapi kenapa saya tidak bisa ganti nama user profil setelah saya simpan tidak bisa diterapkan malah muncul notifikasi vaildation digits beteen ada solusinya atau bagaimana']",Mohon Kak Solusinya
23,20,23_bermasalah_aplikasi_goblok_server,"['bermasalah', 'aplikasi', 'goblok', 'server', 'rusak', 'idiot', 'lolanya', 'bos', 'dioptimalkan', 'awalnua']","['aplikasi bermasalah', 'aplikasi bermasalah', 'aplikasi idiot sampah']",Bermasalah Aplikasi Goblok
24,23,24_eror_lambat_banget_suka,"['eror', 'lambat', 'banget', 'suka', 'didownload', 'susah', 'diupdate', 'buruk', 'lebih', 'nya']","['download nya suka eror', 'susah didownload', 'aplikasinya susah didownload']",Eror Lambat Banget
25,23,25_absen_qr_scan_presensi,"['absen', 'qr', 'scan', 'presensi', 'buram', 'kamera', 'fitur', 'tambahkan', 'zoom', 'absensi']","['untuk update terbaru kenapa saat mau unduh materi dan soal tugas ada bacaan download perangkat yang bisa membaca pdf dll sedangkan saya sudah ada wps yang bisa membaca pdf dll saya juga sudah mencoba aplikasi lain dapat membaca pdf dll tapi tetap tidak mau ter unduh', 'saya sedikit curhat waktu dikampus saya ada absen pakai code qr cuman saat saya arahin kamera ke codenya malah buram alias tidak bisa scan hal hasil saya sendiri tidak bisa absen tolong solusinya', 'kalau saya kamera kode qr saya yang buram padahal saya cek kamera pakai foto hasilnya bagus nah saat mau absen lewat kode qr malah kameranya buram bagaimana nih solusinya']",Absen Qr Scan
26,19,26_barcode_scan_bugnya_qr,"['barcode', 'scan', 'bugnya', 'qr', 'dunlut', 'absen', 'galeri', 'valid', 'bagian', 'banyak']","['scan barcode presentasi selalu tidak valid', 'tidak bisa scan barcode dari geleri dan masih banyak bugnya', 'buat scan barcode absen tidak bisa sama sekali']",Barcode Scan Bugnya
27,18,27_makin_nih_rusak_pc,"['makin', 'nih', 'rusak', 'pc', 'aplikasi', 'parah', 'keseringan', 'pengguna', 'enggak', 'saja']","['makin hancur nih aplikasi log ini makin di persulit matakuliah gua tiba menghilang semua anjir', 'suruh kasih izin mulu padahal sudah dikasih izin penyimpanan kocak nih aplikasi tidak stabil', 'lag uploud file lama kali storage sikit pelit banget makin rusak nih aplikasi']",Makin Nih Rusak
28,12,28_sehingga_kurang_membuat_efektif,"['sehingga', 'kurang', 'membuat', 'efektif', 'karena', 'sering', 'dituju', 'bersahabat', 'ambis', 'aplikatif']","['user interface ribet tidak bersahabat dengan pengguna dan tidak bisa mengunduh file materi', 'sering terjadi gangguan sehingga kurang efektif dalam kegiatan belajar mengajar sangat tidak ramah bintang 1', 'sulit akses dan tidak tersedia data yang dituju banyak menyita waktu dan tidak aplikatif']",Sehingga Kurang Membuat
29,31,29_jaringan_bagus_loading_internet,"['jaringan', 'bagus', 'loading', 'internet', 'lancar', 'sinyal', 'padahal', 'aman', 'wifi', 'ngadat']","['loading nya lama padahal sinyal bagus kuota masih banyak juga loading lama banget', 'kebanyakan loading upload tipe kb saja lama loadingnya padahal sinyal bagus', 'sinyal bagus tapi tetap tidak masuk pastikan jaringan wifi tersedia padahal sinyal mangpret bro']",Jaringan Bagus Loading
30,14,30_lumayan_ribet_punten_dirubah,"['lumayan', 'ribet', 'punten', 'dirubah', 'kie', 'ampura', 'ngimpulaken', 'ora', 'tok', 'wis']","['lumayan', 'lumayan', 'lumayan']",Lumayan Ribet Punten
31,19,31_mohon_bantuannya_setelah_nama,"['mohon', 'bantuannya', 'setelah', 'nama', 'update', 'perbaiki', 'di', 'mengunduh', 'maaf', 'jawaban']","['kenapa setelah di update tidak bisa untuk mengunduh file mengirim file mohon bantuannya', 'saya tidak bisa mengakses edlink setelah selesai update mohon bantuannya', 'mohon maaf mohon solusinya bagaimana cara sambukn akun jampus di edlink tapi nama kampusnya tidak muncul']",Mohon Bantuannya Setelah
32,21,32_quiz_jawaban_benar_soal,"['quiz', 'jawaban', 'benar', 'soal', 'komen', 'jawabannya', 'kuis', 'jawab', 'sudah', 'saat']","['kalau lagi ngrjain quiz terus sinyal nya buruk jawaban tidak masuk jadi nilai quizz kecil kenapa tidak masuk saya sudah cape2 mikir jawaban tidak masuk', 'aplikasi nya bohong nih aku berkali kali masuk komen dll tapi kok presensi ku kosong hampir puluhan kali loh aku masuk n komen katanya kalau sudah masuk komen dll presensi bkaln terisi otomatis tidak benar nih', 'suka ada masalah sama jaringan tidak di hp tidak di laptop dibuka tulisannya ada masalah jaringan padahal saat buka ytb masih lancar terima kasih sudah buat kuisnya bermasalah terus padahal sudah jawab semua soal terus tinggal kumpul saat kumpul malah ngulang dari awal saat ngejawab ada tulisan waktu habis terus ku tekan satu2 jwaban nomor masih enggak bisa saat no 10 teken berikutnya malah kekumpul bagaimana ini']",Quiz Jawaban Benar
33,14,33_kenapa_akun_halo_dipakai,"['kenapa', 'akun', 'halo', 'dipakai', 'gangguan', 'login', 'ke', 'kemabli', 'jarian', 'tao']","['kenapa tao bisa login walapun sudah terverfikasi', 'bagaimana cara memperbaharui kemabli akun edlinya', 'halo ed link kenapa saya harus login ulang ketika aplikasi nya tidak pernah dipakai']",Kenapa Akun Halo
34,18,34_banget_buruk_kacau_pindah,"['banget', 'buruk', 'kacau', 'pindah', 'pengin', 'keren', 'menghambat', 'apa', 'tahu', 'ganteng']","['buruk banget', 'buruk banget', 'keren banget']",Banget Buruk Kacau
35,21,35_jadwal_kelas_mata_kalender,"['jadwal', 'kelas', 'mata', 'kalender', 'kuliah', 'muncul', 'menu', 'akademik', 'yang', 'ada']","['masih kurang sinkron dengan siadiknona kampus ada beberapa kelas yang tidak muncul nilai di khs krs juga', 'mohon perbaikan nya nilai saya ambruk karena soal2 yang muncul ke edlink sama semua ggk ada bedahnya setelah konfirmasi jawab baru kembali membaik pertanyaannya php', 'mata kuliah saya kok tidak ada ya di kelas edlink padahal di krs dan khs ada tapi di kelasnya kagak ketek matkul saya bagaimana nih ya solusinya']",Jadwal Kelas Mata
